"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060"
"5781","B61016300000000",2000,121,"7","8","8"
"5782","B61016400000000",1998,121,"N","N","N"
"5783","B61016500000000",2001,121,"7","7","8"
"5784","B61016600000000",2000,121,"7","8","8"
"5785","B61016700000000",2003,121,"N","N","N"
"5786","B61016800000000",2002,121,"6","7","8"
"5787","B61016900000000",2003,121,"8","8","6"
"5788","B61017000000000",2003,121,"7","7","7"
"5789","B61017100000000",2002,121,"7","7","8"
"5790","B61017200000000",2002,121,"7","7","8"
"5791","B61017300000000",2004,121,"7","7","8"
"5792","B61017400000000",2002,121,"7","7","7"
"5793","B61017500000000",2002,121,"7","7","7"
"5794","B61017600000000",2003,121,"7","7","7"
"5795","B61017700000000",2002,121,"7","7","7"
"5796","B61017800000000",2003,121,"7","8","8"
"5797","B61017900000000",2004,121,"8","8","8"
"5798","B61018000000000",2004,121,"7","7","7"
"5799","B61018100000000",2003,121,"7","7","7"
"5800","B61018300000000",2003,121,"N","N","N"
"5801","B61018400000000",2003,121,"7","7","8"
"5802","B61018500000000",2003,121,"7","7","5"
"5803","B61018600000000",2004,121,"7","7","8"
"5804","B61018700000000",2004,121,"7","7","8"
"5805","B61018800000000",2004,121,"7","7","8"
"5806","B61018900000000",2004,121,"7","7","7"
"5807","B61019000000000",2004,121,"7","7","7"
"5808","B61019100000000",2004,121,"7","8","7"
"5809","B61019300000000",2005,121,"7","7","7"
"5810","B61019400000000",2005,121,"N","N","N"
"5811","B61019500000000",2006,121,"7","8","7"
"5812","B61019600000000",2006,121,"7","7","7"
"5813","B61019700000000",2006,121,"7","7","8"
"5814","B61019800000000",2006,121,"7","8","7"
"5815","B61020000000000",2007,121,"8","8","8"
"5816","B61020100000000",1951,121,"N","N","N"
"5817","B61020300000000",2011,121,"8","8","8"
"5818","B61020500000000",2008,121,"N","N","N"
"5819","B61020600000000",2010,121,"8","8","8"
"5820","B61020800000000",2010,121,"8","8","8"
"5821","B61021000000000",2010,121,"8","8","8"
"5822","B61021100000000",2014,121,"9","9","8"
"5823","B61021200000000",2010,121,"8","8","8"
"5824","B61022000000000",2014,121,"9","9","9"
"5825","B61023600000000",1936,121,"4","4","4"
"5826","B61028200000000",1937,121,"7","8","5"
"5827","B61028300000000",1937,121,"7","7","7"
"5828","B61054600000000",1948,121,"7","7","8"
"5829","B61075100000000",1942,121,"6","6","6"
"5830","B61088200000000",1948,121,"7","7","6"
"5831","B61095000000000",1932,121,"7","5","6"
"5832","B61096700000000",1919,121,"3","5","5"
"5833","B61097400000000",1935,121,"6","5","6"
"5834","B62000100000000",1948,123,"N","N","N"
"5835","B62000200000000",1948,123,"N","N","N"
"5836","B62000300000000",1948,123,"N","N","N"
"5837","B62000400000000",1948,123,"N","N","N"
"5838","B62000500000000",1931,123,"6","3","5"
"5839","B62000600000000",1949,123,"5","5","6"
"5840","B62000700000000",2009,123,"N","N","N"
"5841","B62000800000000",2008,123,"8","8","8"
"5842","B62000900000000",1954,123,"5","6","5"
"5843","B62001000000000",1954,123,"N","N","N"
"5844","B62001100000000",1955,123,"6","5","7"
"5845","B62001300000000",1956,123,"5","4","3"
"5846","B62001400000000",1957,123,"5","5","6"
"5847","B62001500000000",1958,123,"5","5","7"
"5848","B62001600000000",1958,123,"5","5","6"
"5849","B62001700000000",1967,123,"7","7","6"
"5850","B62001800000000",1960,123,"N","N","N"
"5851","B62001900000000",1959,123,"N","N","N"
"5852","B62002000000000",1959,123,"6","5","5"
"5853","B62002200000000",1960,123,"N","N","N"
"5854","B62002300000000",1961,123,"5","6","6"
"5855","B62002400000000",1962,123,"7","6","6"
"5856","B62002500000000",1965,123,"6","6","6"
"5857","B62002600000000",1965,123,"7","7","7"
"5858","B62002700000000",1965,123,"7","7","6"
"5859","B62002800000000",1965,123,"6","6","6"
"5860","B62002900000000",1969,123,"5","7","6"
"5861","B62003000000000",1969,123,"5","5","7"
"5862","B62003100000000",1969,123,"5","5","6"
"5863","B62003200000000",1971,123,"6","7","7"
"5864","B62003300000000",1971,123,"7","7","6"
"5865","B62003400000000",1975,123,"5","7","7"
"5866","B62003500000000",2009,123,"8","8","8"
"5867","B62003600000000",2009,123,"8","7","7"
"5868","B62003700000000",2009,123,"8","8","8"
"5869","B62003800000000",2009,123,"7","7","8"
"5870","B62003900000000",2014,123,"9","9","9"
"5871","B62004000000000",2014,123,"9","9","9"
"5872","B62004100000000",2014,123,"N","N","N"
"5873","B62004300000000",1935,123,"6","5","5"
"5874","B62004700000000",1974,123,"5","7","5"
"5875","B62004900000000",1974,123,"N","N","N"
"5876","B62005000000000",1976,123,"6","7","7"
"5877","B62005100000000",1976,123,"6","6","7"
"5878","B62005200000000",1975,123,"5","7","7"
"5879","B62005300000000",1976,123,"7","7","7"
"5880","B62005400000000",1976,123,"N","N","N"
"5881","B62005500000000",1978,123,"5","6","7"
"5882","B62005600000000",1980,123,"7","7","7"
"5883","B62005700000000",1981,123,"6","8","7"
"5884","B62005800000000",1979,123,"7","7","8"
"5885","B62005900000000",1981,123,"N","N","N"
"5886","B62006000000000",1983,123,"6","7","7"
"5887","B62006100000000",1982,123,"5","5","7"
"5888","B62006200000000",1982,123,"7","7","8"
"5889","B62006300000000",1983,123,"5","5","6"
"5890","B62006400000000",1983,123,"4","6","7"
"5891","B62006500000000",1983,123,"6","6","7"
"5892","B62006600000000",1984,123,"6","6","8"
"5893","B62006700000000",1984,123,"6","6","8"
"5894","B62006800000000",1984,123,"6","6","7"
"5895","B62006900000000",1984,123,"6","6","7"
"5896","B62007000000000",1983,123,"N","N","N"
"5897","B62007100000000",1984,123,"7","7","7"
"5898","B62007200000000",1984,123,"7","7","8"
"5899","B62007400000000",1985,123,"7","7","8"
"5900","B62007500000000",1985,123,"7","7","7"
"5901","B62007600000000",1985,123,"7","7","7"
"5902","B62007700000000",1987,123,"7","8","7"
"5903","B62007800000000",1986,123,"7","7","7"
"5904","B62007900000000",1987,123,"6","6","7"
"5905","B62008000000000",1987,123,"7","7","7"
"5906","B62008100000000",1986,123,"6","7","6"
"5907","B62008200000000",1986,123,"7","6","7"
"5908","B62008300000000",1987,123,"5","5","8"
"5909","B62008400000000",1987,123,"N","N","N"
"5910","B62008500000000",1989,123,"7","6","7"
"5911","B62008600000000",1987,123,"7","7","7"
"5912","B62008700000000",1988,123,"7","6","7"
"5913","B62008800000000",1987,123,"6","7","7"
"5914","B62008900000000",1987,123,"N","N","N"
"5915","B62009000000000",1987,123,"N","N","N"
"5916","B62009100000000",1988,123,"6","6","8"
"5917","B62009200000000",1987,123,"7","6","8"
"5918","B62009300000000",1990,123,"7","8","6"
"5919","B62009400000000",1987,123,"7","7","8"
"5920","B62009500000000",1988,123,"7","7","7"
"5921","B62009600000000",1988,123,"7","7","7"
"5922","B62009700000000",1988,123,"7","7","7"
"5923","B62009800000000",1987,123,"7","7","7"
"5924","B62009900000000",1989,123,"7","8","7"
"5925","B62010000000000",1988,123,"7","7","7"
"5926","B62010100000000",1988,123,"6","6","7"
"5927","B62010200000000",1988,123,"N","N","N"
"5928","B62010300000000",1989,123,"7","7","8"
"5929","B62010400000000",1989,123,"7","6","7"
"5930","B62010500000000",1990,123,"7","7","7"
"5931","B62010600000000",1990,123,"N","N","N"
"5932","B62010700000000",1990,123,"7","7","7"
"5933","B62010800000000",1935,123,"7","6","7"
"5934","B62010900000000",1938,123,"5","5","5"
"5935","B62011100000000",1990,123,"7","7","5"
"5936","B62011200000000",1990,123,"N","N","N"
"5937","B62011300000000",1990,123,"6","6","7"
"5938","B62011400000000",1990,123,"7","7","7"
"5939","B62011500000000",1993,123,"6","6","7"
"5940","B62011600000000",1990,123,"7","7","7"
"5941","B62011700000000",1991,123,"7","7","7"
"5942","B62011800000000",2001,123,"7","7","8"
"5943","B62011900000000",2001,123,"7","7","7"
"5944","B62012000000000",2001,123,"7","7","8"
"5945","B62012100000000",2002,123,"7","7","7"
"5946","B62012200000000",2002,123,"7","8","7"
"5947","B62012300000000",2003,123,"7","7","7"
"5948","B62012900000000",1991,123,"6","6","7"
"5949","B62013000000000",1990,123,"7","6","7"
"5950","B62013100000000",1991,123,"7","7","8"
"5951","B62013200000000",1990,123,"7","7","7"
"5952","B62013300000000",1999,123,"7","7","8"
"5953","B62013400000000",1994,123,"N","N","N"
"5954","B62013700000000",1991,123,"7","7","8"
"5955","B62013800000000",2014,123,"9","9","9"
"5956","B62013900000000",1992,123,"7","6","8"
"5957","B62014000000000",1991,123,"7","7","7"
"5958","B62014100000000",1992,123,"7","7","7"
"5959","B62014200000000",1991,123,"7","7","7"
"5960","B62014300000000",1992,123,"7","7","8"
"5961","B62014400000000",1992,123,"6","5","7"
"5962","B62014500000000",1992,123,"7","7","7"
"5963","B62014600000000",1992,123,"N","N","N"
"5964","B62014700000000",1992,123,"7","7","8"
"5965","B62014800000000",1996,123,"N","N","N"
"5966","B62014900000000",1992,123,"N","N","N"
"5967","B62015000000000",1992,123,"6","6","7"
"5968","B62015100000000",1992,123,"7","7","8"
"5969","B62015200000000",1992,123,"6","6","8"
"5970","B62015300000000",1993,123,"8","7","8"
"5971","B62015400000000",1994,123,"7","7","8"
"5972","B62015500000000",1993,123,"8","7","7"
"5973","B62015600000000",1993,123,"7","7","7"
"5974","B62015700000000",1993,123,"7","6","7"
"5975","B62015800000000",1994,123,"7","7","7"
"5976","B62015900000000",1994,123,"N","N","N"
"5977","B62016000000000",1994,123,"7","7","7"
"5978","B62016100000000",1994,123,"7","7","7"
"5979","B62016200000000",1994,123,"8","7","7"
"5980","B62016300000000",1997,123,"7","7","7"
"5981","B62016400000000",1996,123,"7","7","8"
"5982","B62016500000000",1997,123,"7","7","7"
"5983","B62016600000000",1997,123,"8","8","8"
"5984","B62016700000000",1997,123,"7","7","7"
"5985","B62016800000000",1997,123,"7","7","7"
"5986","B62016900000000",1998,123,"7","7","7"
"5987","B62017000000000",1997,123,"7","7","8"
"5988","B62017100000000",1997,123,"7","8","7"
"5989","B62017200000000",1999,123,"N","N","N"
"5990","B62017300000000",1997,123,"7","7","8"
"5991","B62017400000000",1998,123,"7","8","7"
"5992","B62017500000000",1997,123,"7","7","8"
"5993","B62017600000000",1998,123,"N","N","N"
"5994","B62017700000000",1998,123,"7","7","8"
"5995","B62017800000000",1998,123,"7","7","7"
"5996","B62017900000000",1998,123,"7","7","8"
"5997","B62018000000000",1999,123,"7","7","6"
"5998","B62018100000000",2000,123,"8","8","8"
"5999","B62018200000000",2000,123,"7","7","7"
"6000","B62018300000000",2000,123,"7","8","8"
"6001","B62018400000000",2000,123,"7","8","8"
"6002","B62018500000000",1999,123,"7","7","7"
"6003","B62018600000000",1999,123,"6","7","7"
"6004","B62018700000000",2002,123,"7","7","7"
"6005","B62018800000000",2002,123,"7","7","8"
"6006","B62018900000000",2001,123,"7","7","7"
"6007","B62019000000000",2001,123,"8","7","8"
"6008","B62019100000000",2001,123,"6","7","7"
"6009","B62019200000000",2000,123,"7","7","8"
"6010","B62019500000000",2001,123,"8","8","8"
"6011","B62019600000000",2001,123,"7","7","7"
"6012","B62019700000000",2001,123,"8","7","8"
"6013","B62019800000000",2002,123,"6","7","8"
"6014","B62019900000000",2001,123,"8","7","8"
"6015","B62020000000000",1979,123,"7","7","7"
"6016","B62020100000000",2002,123,"7","7","7"
"6017","B62020200000000",2002,123,"7","7","7"
"6018","B62020300000000",2002,123,"7","7","7"
"6019","B62020400000000",2002,123,"7","8","6"
"6020","B62020500000000",2002,123,"8","8","8"
"6021","B62020600000000",2001,123,"7","7","7"
"6022","B62020700000000",2001,123,"7","7","7"
"6023","B62020800000000",2002,123,"8","8","8"
"6024","B62020900000000",2002,123,"7","7","8"
"6025","B62021000000000",2002,123,"7","6","7"
"6026","B62021100000000",2004,123,"7","8","7"
"6027","B62021200000000",2002,123,"7","8","7"
"6028","B62021300000000",2002,123,"7","7","7"
"6029","B62021400000000",2003,123,"6","7","8"
"6030","B62021500000000",2002,123,"8","8","7"
"6031","B62021600000000",2002,123,"8","8","7"
"6032","B62021700000000",2003,123,"7","7","8"
"6033","B62021800000000",2003,123,"7","7","7"
"6034","B62021900000000",2003,123,"7","7","7"
"6035","B62022000000000",2003,123,"8","8","8"
"6036","B62022200000000",2002,123,"8","8","8"
"6037","B62022300000000",2002,123,"N","N","N"
"6038","B62022400000000",2003,123,"8","8","7"
"6039","B62022500000000",2004,123,"7","7","8"
"6040","B62022600000000",2005,123,"7","8","8"
"6041","B62022700000000",2005,123,"8","8","8"
"6042","B62022800000000",2006,123,"7","9","9"
"6043","B62022900000000",2007,123,"7","8","7"
"6044","B62023000000000",2006,123,"7","7","7"
"6045","B62023100000000",2006,123,"8","8","7"
"6046","B62023200000000",2006,123,"8","8","8"
"6047","B62023300000000",2006,123,"7","7","7"
"6048","B62023400000000",2007,123,"7","8","7"
"6049","B62023500000000",2008,123,"8","8","8"
"6050","B62023600000000",2010,123,"8","8","8"
"6051","B62023700000000",2010,123,"7","8","7"
"6052","B62023800000000",1939,123,"N","N","N"
"6053","B62024000000000",2011,123,"9","8","9"
"6054","B62024100000000",2011,123,"8","9","9"
"6055","B62024200000000",2011,123,"8","8","8"
"6056","B62028600000000",1941,123,"N","N","N"
"6057","B62029500000000",1937,123,"N","N","N"
"6058","B62054900000000",1932,123,"7","7","7"
"6059","B62055000000000",1939,123,"N","N","N"
"6060","B62075500000000",1940,123,"6","5","6"
"6061","B62076400000000",1941,123,"6","4","4"
"6062","B62080600000000",1941,123,"6","6","6"
"6063","B62080900000000",1941,123,"5","5","6"
"6064","B62094800000000",1948,123,"N","N","N"
"6065","B62095900000000",1932,123,"6","5","5"
"6066","B62098400000000",1939,123,"5","7","5"
"6067","B62098700000000",1927,123,"5","6","4"
"6068","B62098800000000",1927,123,"5","5","6"
"6069","B62099400000000",1927,123,"5","4","5"
"6070","B62099500000000",1930,123,"4","4","5"
"6071","B62099700000000",1934,123,"N","N","N"
"6072","B63000200000000",1955,125,"4","5","4"
"6073","B63000300000000",1956,125,"6","6","4"
"6074","B63000600000000",1962,125,"5","5","5"
"6075","B63000700000000",1968,125,"5","5","6"
"6076","B63000800000000",1978,125,"5","6","5"
"6077","B63000900000000",1980,125,"N","N","N"
"6078","B63001000000000",1981,125,"6","7","7"
"6079","B63001100000000",1982,125,"7","8","5"
"6080","B63001200000000",1984,125,"N","N","N"
"6081","B63001300000000",1988,125,"7","7","6"
"6082","B63001400000000",1992,125,"5","8","7"
"6083","B63001500000000",2000,125,"6","7","7"
"6084","B63001600000000",1990,125,"7","7","7"
"6085","B63001700000000",1993,125,"6","8","6"
"6086","B63001800000000",1998,125,"7","7","8"
"6087","B63001900000000",1993,125,"7","7","7"
"6088","B63002000000000",1993,125,"7","8","7"
"6089","B63002100000000",2003,125,"6","6","8"
"6090","B63002200000000",2004,125,"6","8","7"
"6091","B63002400000000",2008,125,"7","7","7"
"6092","B63002500000000",2009,125,"N","N","N"
"6093","B63065900000000",1941,125,"6","6","6"
"6094","B64000100000000",1949,127,"5","5","6"
"6095","B64000200000000",1999,127,"7","8","8"
"6096","B64000300000000",1948,127,"5","5","5"
"6097","B64000400000000",1975,127,"6","8","7"
"6098","B64000500000000",1949,127,"N","N","N"
"6099","B64000600000000",1954,127,"4","4","6"
"6100","B64000700000000",1954,127,"5","6","6"
"6101","B64000800000000",1919,127,"6","4","6"
"6102","B64000900000000",2001,127,"7","7","7"
"6103","B64001000000000",2004,127,"7","8","7"
"6104","B64001200000000",1956,127,"6","6","2"
"6105","B64001400000000",1958,127,"N","N","N"
"6106","B64001500000000",1957,127,"7","7","5"
"6107","B64001600000000",1960,127,"7","6","7"
"6108","B64001700000000",2003,127,"7","8","7"
"6109","B64001900000000",1965,127,"5","6","5"
"6110","B64002000000000",1965,127,"N","N","N"
"6111","B64002100000000",1977,127,"N","N","N"
"6112","B64002200000000",1965,127,"7","6","5"
"6113","B64002300000000",1965,127,"6","6","6"
"6114","B64002400000000",1965,127,"6","6","6"
"6115","B64002500000000",1965,127,"5","6","6"
"6116","B64002600000000",1965,127,"6","6","6"
"6117","B64002700000000",1965,127,"6","6","7"
"6118","B64002800000000",1965,127,"5","6","5"
"6119","B64003000000000",1967,127,"N","N","N"
"6120","B64003100000000",1967,127,"7","5","6"
"6121","B64003200000000",1967,127,"7","6","7"
"6122","B64003300000000",1967,127,"7","5","7"
"6123","B64003400000000",1967,127,"N","N","N"
"6124","B64003500000000",1967,127,"6","5","6"
"6125","B64003600000000",1967,127,"6","5","6"
"6126","B64003700000000",1967,127,"N","N","N"
"6127","B64003800000000",1967,127,"N","N","N"
"6128","B64003900000000",1968,127,"6","7","7"
"6129","B64004000000000",1968,127,"6","6","6"
"6130","B64004100000000",1968,127,"6","6","6"
"6131","B64004200000000",1968,127,"7","6","7"
"6132","B64004300000000",1968,127,"7","7","7"
"6133","B64004400000000",1968,127,"7","7","7"
"6134","B64004500000000",1968,127,"4","4","4"
"6135","B64004600000000",1968,127,"6","7","7"
"6136","B64004700000000",1968,127,"7","7","8"
"6137","B64004800000000",1968,127,"6","6","6"
"6138","B64004900000000",1968,127,"7","6","7"
"6139","B64005100000000",2005,127,"7","8","8"
"6140","B64005300000000",2005,127,"7","8","8"
"6141","B64005500000000",1985,127,"6","6","7"
"6142","B64005800000000",2003,127,"7","8","7"
"6143","B64006000000000",1966,127,"4","5","7"
"6144","B64006100000000",1968,127,"N","N","N"
"6145","B64006200000000",1968,127,"4","4","5"
"6146","B64006300000000",1969,127,"6","6","6"
"6147","B64006400000000",1969,127,"5","6","6"
"6148","B64006500000000",1985,127,"6","6","8"
"6149","B64006600000000",1985,127,"7","7","8"
"6150","B64006800000000",1986,127,"N","N","N"
"6151","B64006900000000",1989,127,"7","7","8"
"6152","B64007000000000",1989,127,"6","6","8"
"6153","B64007100000000",1987,127,"7","7","7"
"6154","B64007200000000",1989,127,"7","8","7"
"6155","B64007300000000",1989,127,"N","N","N"
"6156","B64007400000000",1989,127,"6","6","7"
"6157","B64007500000000",1987,127,"7","7","7"
"6158","B64007600000000",1992,127,"5","5","8"
"6159","B64007700000000",1991,127,"6","6","7"
"6160","B64007800000000",1992,127,"7","7","7"
"6161","B64007900000000",1994,127,"7","7","8"
"6162","B64008000000000",1995,127,"7","7","8"
"6163","B64008100000000",1995,127,"8","8","8"
"6164","B64008200000000",2002,127,"7","8","7"
"6165","B64008600000000",1971,127,"7","7","7"
"6166","B64008700000000",1971,127,"7","7","7"
"6167","B64008800000000",1971,127,"6","6","7"
"6168","B64008900000000",1971,127,"6","6","7"
"6169","B64009000000000",1971,127,"7","7","7"
"6170","B64009100000000",1971,127,"7","7","7"
"6171","B64009200000000",1972,127,"7","7","7"
"6172","B64009300000000",1972,127,"7","7","7"
"6173","B64009400000000",1973,127,"6","7","6"
"6174","B64009500000000",1971,127,"N","N","N"
"6175","B64009600000000",1972,127,"8","8","8"
"6176","B64009700000000",1972,127,"7","7","7"
"6177","B64009800000000",1972,127,"7","7","6"
"6178","B64009900000000",1972,127,"6","7","7"
"6179","B64010200000000",1972,127,"7","7","7"
"6180","B64010300000000",1972,127,"6","6","7"
"6181","B64010400000000",1972,127,"7","6","6"
"6182","B64010500000000",1975,127,"6","6","6"
"6183","B64010600000000",1975,127,"6","6","6"
"6184","B64010700000000",1975,127,"5","7","7"
"6185","B64010800000000",1975,127,"7","7","7"
"6186","B64010900000000",1975,127,"7","7","7"
"6187","B64011000000000",1971,127,"N","N","N"
"6188","B64011100000000",1971,127,"N","N","N"
"6189","B64011200000000",1971,127,"N","N","N"
"6190","B64011300000000",1971,127,"N","N","N"
"6191","B64011400000000",1975,127,"7","7","7"
"6192","B64011500000000",1975,127,"7","7","7"
"6193","B64011600000000",1975,127,"7","7","7"
"6194","B64011700000000",1975,127,"7","7","7"
"6195","B64011800000000",1975,127,"7","7","7"
"6196","B64011900000000",1975,127,"7","7","7"
"6197","B64012000000000",1976,127,"8","8","7"
"6198","B64012100000000",1976,127,"8","8","7"
"6199","B64012200000000",1975,127,"6","8","7"
"6200","B64012300000000",1975,127,"7","7","7"
"6201","B64012400000000",1975,127,"6","7","7"
"6202","B64012500000000",1975,127,"6","7","7"
"6203","B64012600000000",1975,127,"6","6","7"
"6204","B64012700000000",1975,127,"6","7","7"
"6205","B64012800000000",1976,127,"8","6","7"
"6206","B64012900000000",1976,127,"N","N","N"
"6207","B64013000000000",2004,127,"7","7","8"
"6208","B64013100000000",2002,127,"N","N","N"
"6209","B64013200000000",1976,127,"8","6","7"
"6210","B64013300000000",1976,127,"7","7","7"
"6211","B64013400000000",1975,127,"7","7","7"
"6212","B64013500000000",1976,127,"7","7","7"
"6213","B64013600000000",1976,127,"7","7","7"
"6214","B64013700000000",1976,127,"6","7","7"
"6215","B64013800000000",1976,127,"6","7","7"
"6216","B64013900000000",1976,127,"N","N","N"
"6217","B64014000000000",1976,127,"N","N","N"
"6218","B64014100000000",1976,127,"N","N","N"
"6219","B64014200000000",1976,127,"N","N","N"
"6220","B64014300000000",2001,127,"7","7","8"
"6221","B64014400000000",1976,127,"7","8","7"
"6222","B64014500000000",1976,127,"7","8","7"
"6223","B64014600000000",1977,127,"5","5","6"
"6224","B64014700000000",1983,127,"5","5","7"
"6225","B64014800000000",1979,127,"6","6","7"
"6226","B64015100000000",1981,127,"6","6","7"
"6227","B64015200000000",1980,127,"8","8","7"
"6228","B64015400000000",1988,127,"7","7","7"
"6229","B64015500000000",1982,127,"7","8","7"
"6230","B64015600000000",1982,127,"7","7","7"
"6231","B64015700000000",1982,127,"7","4","6"
"6232","B64015800000000",1983,127,"7","8","7"
"6233","B64015900000000",1982,127,"6","8","8"
"6234","B64016000000000",2002,127,"7","7","7"
"6235","B64016200000000",2009,127,"7","8","8"
"6236","B64016300000000",2010,127,"7","7","8"
"6237","B64016400000000",2010,127,"7","7","8"
"6238","B64016500000000",2008,127,"7","8","7"
"6239","B64016600000000",2005,127,"7","8","8"
"6240","B64016700000000",2004,127,"7","7","9"
"6241","B64016800000000",2009,127,"N","N","N"
"6242","B64016900000000",2006,127,"7","7","8"
"6243","B64017000000000",2006,127,"7","7","9"
"6244","B64017200000000",2012,127,"9","9","9"
"6245","B64017300000000",2010,127,"7","8","8"
"6246","B64017400000000",2011,127,"8","8","9"
"6247","B64017500000000",2010,127,"7","7","9"
"6248","B64017600000000",2012,127,"7","7","9"
"6249","B64017800000000",2012,127,"7","7","9"
"6250","B64017900000000",2012,127,"6","9","9"
"6251","B64018100000000",2011,127,"8","8","9"
"6252","B64018300000000",2012,127,"9","9","9"
"6253","B64018400000000",2012,127,"9","9","9"
"6254","B64026000000000",1938,127,"2","4","5"
"6255","B64043800000000",1941,127,"N","N","N"
"6256","B64057400000000",1939,127,"7","7","8"
"6257","B64066000000000",1930,127,"6","7","5"
"6258","B64066500000000",1929,127,"7","6","6"
"6259","B65000600000000",1958,129,"5","7","6"
"6260","B65000900000000",1965,129,"7","7","6"
"6261","B65001000000000",1966,129,"6","6","7"
"6262","B65001200000000",1967,129,"N","N","N"
"6263","B65001300000000",1967,129,"6","8","6"
"6264","B65001400000000",1975,129,"7","8","8"
"6265","B65001500000000",1973,129,"N","N","N"
"6266","B65001600000000",1976,129,"7","7","6"
"6267","B65001700000000",1976,129,"7","7","6"
"6268","B65001800000000",1981,129,"7","7","7"
"6269","B65001900000000",1980,129,"7","7","7"
"6270","B65002000000000",1978,129,"6","5","6"
"6271","B65002200000000",1986,129,"7","8","7"
"6272","B65002300000000",1986,129,"7","8","8"
"6273","B65002400000000",1986,129,"7","8","8"
"6274","B65002500000000",1987,129,"7","8","8"
"6275","B65002600000000",1987,129,"7","8","7"
"6276","B65002700000000",1982,129,"7","7","6"
"6277","B65002800000000",1981,129,"8","8","7"
"6278","B65002900000000",1983,129,"7","6","6"
"6279","B65003000000000",1986,129,"6","8","7"
"6280","B65003100000000",1988,129,"7","8","7"
"6281","B65003200000000",1986,129,"7","7","8"
"6282","B65003300000000",1987,129,"7","7","8"
"6283","B65003400000000",1990,129,"7","8","8"
"6284","B65003600000000",1992,129,"7","7","6"
"6285","B65003700000000",1996,129,"7","7","7"
"6286","B65003800000000",1997,129,"7","8","8"
"6287","B65003900000000",1995,129,"7","8","7"
"6288","B65004000000000",1996,129,"7","7","6"
"6289","B65004100000000",1998,129,"6","7","6"
"6290","B65004300000000",2002,129,"7","8","8"
"6291","B65004500000000",1998,129,"7","7","7"
"6292","B65004600000000",2000,129,"7","8","7"
"6293","B65004700000000",2002,129,"7","7","7"
"6294","B65004800000000",2003,129,"7","8","8"
"6295","B65004900000000",2005,129,"7","8","8"
"6296","B65005000000000",2002,129,"N","N","N"
"6297","B65005100000000",2006,129,"7","7","7"
"6298","B66000100000000",1952,131,"6","7","6"
"6299","B66000200000000",1952,131,"6","6","7"
"6300","B66000600000000",2001,131,"8","8","8"
"6301","B66001200000000",1953,131,"5","4","6"
"6302","B66001300000000",1953,131,"6","5","6"
"6303","B66001400000000",2000,131,"7","8","8"
"6304","B66001600000000",1953,131,"6","5","6"
"6305","B66001700000000",1953,131,"6","5","6"
"6306","B66001900000000",1956,131,"6","5","8"
"6307","B66002000000000",1956,131,"6","4","7"
"6308","B66002100000000",1957,131,"6","6","7"
"6309","B66002200000000",1957,131,"6","6","6"
"6310","B66002300000000",1957,131,"6","6","6"
"6311","B66002700000000",1991,131,"7","7","7"
"6312","B66002900000000",1969,131,"N","N","N"
"6313","B66003000000000",1969,131,"6","6","6"
"6314","B66003100000000",1970,131,"5","6","6"
"6315","B66003200000000",1969,131,"7","6","7"
"6316","B66003300000000",1969,131,"7","6","6"
"6317","B66003400000000",1969,131,"4","6","6"
"6318","B66003500000000",1969,131,"6","6","6"
"6319","B66003600000000",1969,131,"5","6","6"
"6320","B66003700000000",1975,131,"7","6","7"
"6321","B66003900000000",1973,131,"8","8","8"
"6322","B66004000000000",1970,131,"N","N","N"
"6323","B66004100000000",1975,131,"N","N","N"
"6324","B66004200000000",1975,131,"N","N","N"
"6325","B66004300000000",1975,131,"N","N","N"
"6326","B66004400000000",1975,131,"N","N","N"
"6327","B66004600000000",1984,131,"8","8","8"
"6328","B66004700000000",1989,131,"7","7","7"
"6329","B66004800000000",1985,131,"6","6","7"
"6330","B66004900000000",1989,131,"7","7","7"
"6331","B66005000000000",1984,131,"7","7","7"
"6332","B66005100000000",1984,131,"7","7","6"
"6333","B66005200000000",1985,131,"7","7","6"
"6334","B66005300000000",1984,131,"7","7","6"
"6335","B66005400000000",1984,131,"7","7","6"
"6336","B66005500000000",1989,131,"7","7","7"
"6337","B66005600000000",1985,131,"7","7","7"
"6338","B66005700000000",1989,131,"6","7","7"
"6339","B66005800000000",1985,131,"7","7","8"
"6340","B66005900000000",1986,131,"7","6","7"
"6341","B66006000000000",1985,131,"7","8","7"
"6342","B66006100000000",1989,131,"7","7","6"
"6343","B66006200000000",1985,131,"7","7","6"
"6344","B66006300000000",1985,131,"6","7","7"
"6345","B66006400000000",1985,131,"7","8","7"
"6346","B66006500000000",1989,131,"7","8","7"
"6347","B66006600000000",1985,131,"6","8","7"
"6348","B66006700000000",1989,131,"7","8","6"
"6349","B66006800000000",1975,131,"7","8","7"
"6350","B66006900000000",2006,131,"7","7","7"
"6351","B66008000000000",1984,131,"N","N","N"
"6352","B66008400000000",1980,131,"7","6","7"
"6353","B66008500000000",1978,131,"6","6","6"
"6354","B66008600000000",1978,131,"7","7","7"
"6355","B66008700000000",1981,131,"6","6","6"
"6356","B66008800000000",1979,131,"7","7","6"
"6357","B66008900000000",1979,131,"6","6","7"
"6358","B66009000000000",1979,131,"N","N","N"
"6359","B66009100000000",1985,131,"N","N","N"
