"","STRUCTURE_NUMBER_008","YEAR_BUILT_027","COUNTY_CODE_003","DECK_COND_058","SUPERSTRUCTURE_COND_059","SUBSTRUCTURE_COND_060"
"1","00000000000F303",1932,51,"4","5","5"
"2","00000000000F310",1948,115,"4","4","7"
"3","00000000000F311",1979,115,"6","7","8"
"4","00000000000F315",1977,3,"5","5","7"
"5","00000000000F317",1980,3,"7","8","7"
"6","00000000000F318",1980,3,"7","8","7"
"7","00000000000F321",1884,115,"6","8","8"
"8","00000000000F323",1999,3,"7","7","6"
"9","00000000000F324",2006,3,"7","7","7"
"10","00000000000F325",1996,3,"7","7","7"
"11","00000000000F326",1996,51,"7","7","7"
"12","00000000000F328",1981,3,"7","7","7"
"13","00000000000F329",2000,7,"7","7","8"
"14","00000000000F330",2003,115,"7","7","8"
"15","00000000000F331",2004,51,"7","7","8"
"16","00000000000F905",1977,78,"6","6","5"
"17","00000000000F906",1977,78,"7","7","6"
"18","00000000000F916",1985,78,"7","7","7"
"19","00000000000F917",1981,78,"5","6","4"
"20","00000000000F918",1988,78,"N","N","N"
"21","00000000000F919",1996,78,"7","8","8"
"22","00000000000F925",2005,78,"7","7","6"
"23","00000000000F926",2005,78,"7","7","8"
"24","00000000000F927",2005,78,"7","7","8"
"25","00000000000F928",2006,78,"6","8","8"
"26","00000000000F929",1960,78,"7","7","6"
"27","00000000000F930",2005,78,"7","7","7"
"28","00000000000F932",2007,78,"N","7","8"
"29","00000000000F933",2008,78,"7","7","8"
"30","00000000000F934",2007,78,"7","7","8"
"31","000032530-00062",1951,57,"6","6","6"
"32","000032530-00075",1993,57,"7","8","7"
"33","000032530-00079",1976,57,"8","6","6"
"34","000032530-00080",1976,57,"8","7","5"
"35","000032530-00081",1977,57,"6","7","6"
"36","000032530-00123",1993,57,"7","7","7"
"37","000032578-00043",1994,121,"7","7","7"
"38","01000003316    ",2003,37,"7","7","7"
"39","090201000001000",1982,99,"6","7","6"
"40","090201000001001",1997,99,"8","8","8"
"41","090201000001004",1991,99,"7","7","8"
"42","090201000001005",1973,99,"7","7","7"
"43","090201000001006",1975,99,"7","7","6"
"44","090201000001094",1961,99,"N","N","N"
"45","090202000001007",1953,3,"6","7","6"
"46","090202000001011",1951,3,"5","5","5"
"47","090202000001012",1953,3,"5","7","5"
"48","090202000001017",1951,3,"7","7","7"
"49","090202000001018",1988,3,"6","6","5"
"50","090202000001019",1954,3,"7","7","7"
"51","090202000001021",1975,3,"7","8","7"
"52","090202000001024",1956,3,"6","6","6"
"53","090202000001025",2001,3,"8","8","8"
"54","090202000001027",1952,3,"7","7","6"
"55","090203000001028",1985,119,"7","8","7"
"56","090203000001029",1980,119,"6","7","5"
"57","090203000001030",1990,119,"7","7","6"
"58","090203000001032",1969,119,"6","6","7"
"59","090203000001033",1999,119,"7","8","7"
"60","090203000001035",1953,119,"6","7","7"
"61","090203000001036",1955,119,"7","7","7"
"62","090203000001054",1998,119,"N","N","N"
"63","090204000001009",1985,113,"7","7","6"
"64","090204000001013",1952,113,"5","7","7"
"65","090204000001014",1996,113,"7","7","6"
"66","090204000001015",1993,7,"7","8","7"
"67","090204000001016",1937,113,"7","6","4"
"68","090204000001020",1959,7,"7","7","7"
"69","090204000001022",1950,7,"6","6","6"
"70","090204000001023",1952,113,"7","7","7"
"71","090204000001026",1997,113,"7","8","8"
"72","090204000001042",1953,113,"7","6","6"
"73","090602000001000",1980,41,"7","6","7"
"74","090602000001001",1949,41,"7","7","4"
"75","090602000001002",1984,41,"6","7","7"
"76","090602000001012",1982,41,"7","7","7"
"77","090602000001015",1980,37,"6","5","7"
"78","090602000001016",1982,41,"7","7","6"
"79","090602000001020",1958,37,"7","5","6"
"80","090602000001021",1963,41,"6","5","5"
"81","090603000001004",1949,37,"6","7","6"
"82","090604000001005",1982,83,"7","7","7"
"83","090604000001006",1957,83,"7","7","6"
"84","090604000001017",1968,83,"7","6","7"
"85","090604000001047",1960,83,"N","N","N"
"86","090605000001007",1977,41,"6","7","4"
"87","090605000001009",1952,41,"7","7","5"
"88","090605000001010",1949,41,"6","6","5"
"89","090605000001011",1975,41,"6","6","5"
"90","090605000001013",1980,41,"7","6","7"
"91","090605000001014",1951,41,"6","6","6"
"92","090605000001018",1968,41,"5","7","6"
"93","090605000001023",2006,41,"N","N","N"
"94","091301000001037",1961,99,"N","N","N"
"95","091301000003081",2001,99,"7","7","7"
"96","091302000003070",2002,3,"7","8","7"
"97","091302000010814",2006,113,"8","8","8"
"98","091303000013222",2009,41,"7","7","7"
"99","B01000200000000",1975,1,"8","8","8"
"100","B01000300000000",1981,1,"7","8","7"
"101","B01000400000000",1984,1,"8","8","7"
"102","B01000500000000",1984,1,"7","7","8"
"103","B01000600000000",1984,1,"8","8","8"
"104","B01000700000000",1986,1,"7","7","8"
"105","B01000800000000",1986,1,"7","7","8"
"106","B01000900000000",1988,1,"8","8","8"
"107","B01001000000000",1990,1,"7","7","8"
"108","B01001200000000",1988,1,"7","7","7"
"109","B01001300000000",1959,1,"7","7","6"
"110","B01001400000000",1989,1,"7","7","8"
"111","B01001500000000",1991,1,"7","7","7"
"112","B01001600000000",1989,1,"7","7","7"
"113","B01001700000000",1993,1,"6","7","7"
"114","B01001800000000",1991,1,"8","8","6"
"115","B01001900000000",1997,1,"7","7","7"
"116","B01002000000000",1997,1,"7","8","8"
"117","B01002100000000",1999,1,"8","9","9"
"118","B01002200000000",2001,1,"7","7","8"
"119","B01002300000000",2003,1,"8","8","8"
"120","B01002500000000",2005,1,"8","8","8"
"121","B01002800000000",2006,1,"7","7","8"
"122","B01002900000000",2006,1,"7","7","8"
"123","B01003000000000",2009,1,"7","8","8"
"124","B01003100000000",2013,1,"9","9","9"
"125","B01003200000000",2010,1,"8","8","8"
"126","B01003300000000",2012,1,"8","8","8"
"127","B01003600000000",1937,1,"7","7","6"
"128","B01032500000000",1950,1,"6","7","6"
"129","B01053700000000",1957,1,"N","N","N"
"130","B02000400000000",1955,3,"5","6","7"
"131","B02000500000000",1960,3,"6","7","7"
"132","B02000600000000",1961,3,"6","7","7"
"133","B02000700000000",1948,3,"6","7","7"
"134","B02000800000000",1949,3,"8","8","7"
"135","B02000900000000",1964,3,"5","7","7"
"136","B02001000000000",1956,3,"6","8","7"
"137","B02001100000000",1969,3,"N","N","N"
"138","B02001200000000",1971,3,"7","7","7"
"139","B02001300000000",1971,3,"7","7","7"
"140","B02001400000000",1976,3,"5","8","7"
"141","B02001500000000",1975,3,"5","7","7"
"142","B02001600000000",1976,3,"7","8","8"
"143","B02001700000000",1976,3,"7","7","6"
"144","B02001800000000",1976,3,"7","8","7"
"145","B02001900000000",1977,3,"7","6","8"
"146","B02002000000000",1978,3,"7","8","8"
"147","B02002200000000",1980,3,"N","N","N"
"148","B02002300000000",1982,3,"7","8","7"
"149","B02002500000000",1985,3,"5","7","8"
"150","B02002600000000",1987,3,"5","6","7"
"151","B02002700000000",1986,3,"7","7","7"
"152","B02002800000000",1988,3,"7","8","8"
"153","B02002900000000",1988,3,"7","7","7"
"154","B02003000000000",1988,3,"7","7","7"
"155","B02003100000000",1970,3,"7","7","3"
"156","B02003200000000",1990,3,"7","7","7"
"157","B02003300000000",1989,3,"6","7","7"
"158","B02003400000000",1990,3,"7","7","8"
"159","B02003500000000",1990,3,"7","7","7"
"160","B02003600000000",1989,3,"7","7","8"
"161","B02003700000000",1990,3,"8","8","8"
"162","B02003800000000",1990,3,"7","7","6"
"163","B02004100000000",1991,3,"7","8","8"
"164","B02004200000000",1992,3,"7","9","8"
"165","B02004300000000",1993,3,"6","7","7"
"166","B02004400000000",1993,3,"7","7","8"
"167","B02004500000000",1993,3,"7","7","8"
"168","B02004600000000",1997,3,"8","8","7"
"169","B02004700000000",1997,3,"7","7","7"
"170","B02004900000000",1996,3,"7","7","8"
"171","B02005100000000",1997,3,"8","8","8"
"172","B02005200000000",1996,3,"7","7","8"
"173","B02005300000000",1998,3,"7","8","8"
"174","B02005400000000",2001,3,"7","7","7"
"175","B02005500000000",1998,3,"7","7","6"
"176","B02005600000000",1999,3,"8","8","8"
"177","B02005700000000",2000,3,"6","8","8"
"178","B02005800000000",2003,3,"8","8","8"
"179","B02005900000000",2003,3,"8","9","8"
"180","B02006000000000",2004,3,"7","7","9"
"181","B02006200000000",2004,3,"7","7","7"
"182","B02006400000000",2011,3,"7","8","9"
"183","B02041400000000",1926,3,"5","7","6"
"184","B02042300000000",1948,3,"7","7","6"
"185","B03000200000000",1919,5,"4","7","6"
"186","B03000600000000",1951,5,"6","7","5"
"187","B03000800000000",1952,5,"6","7","5"
"188","B03000900000000",1958,5,"7","8","7"
"189","B03001000000000",1964,5,"8","7","7"
"190","B03001100000000",1978,5,"7","7","7"
"191","B03001200000000",1970,5,"N","N","N"
"192","B03001300000000",1970,5,"N","N","N"
"193","B03001400000000",1972,5,"4","7","7"
"194","B03001500000000",1972,5,"4","6","7"
"195","B03001600000000",1972,5,"5","5","7"
"196","B03001700000000",1972,5,"7","7","7"
"197","B03001800000000",1972,5,"5","7","7"
"198","B03001900000000",1972,5,"5","7","7"
"199","B03002000000000",1972,5,"5","6","7"
"200","B03002100000000",1972,5,"5","7","6"
"201","B03002200000000",1972,5,"7","7","7"
"202","B03002300000000",1972,5,"4","6","6"
"203","B03002400000000",1972,5,"5","5","6"
"204","B03002500000000",1972,5,"6","7","7"
"205","B03002600000000",1972,5,"6","7","7"
"206","B03002700000000",1972,5,"6","7","7"
"207","B03002800000000",1972,5,"8","7","7"
"208","B03002900000000",1972,5,"6","7","7"
"209","B03003000000000",1972,5,"5","7","7"
"210","B03003100000000",1972,5,"5","7","7"
"211","B03003200000000",1972,5,"N","N","N"
"212","B03003300000000",1972,5,"N","N","N"
"213","B03003500000000",1971,5,"6","8","8"
"214","B03003600000000",1973,5,"6","7","6"
"215","B03003700000000",1972,5,"6","7","7"
"216","B03003800000000",1972,5,"5","7","7"
"217","B03003900000000",1973,5,"6","7","7"
"218","B03004000000000",1973,5,"6","7","7"
"219","B03004100000000",1977,5,"8","7","7"
"220","B03004200000000",1977,5,"7","7","7"
"221","B03004300000000",1977,5,"7","7","7"
"222","B03004400000000",1977,5,"7","7","7"
"223","B03004500000000",1977,5,"7","7","7"
"224","B03004600000000",1977,5,"7","7","7"
"225","B03004700000000",1977,5,"7","6","6"
"226","B03004800000000",1977,5,"5","6","6"
"227","B03004900000000",1977,5,"5","6","7"
"228","B03005000000000",1976,5,"5","6","7"
"229","B03005100000000",1976,5,"5","6","7"
"230","B03005200000000",1976,5,"7","7","7"
"231","B03005300000000",1976,5,"7","7","7"
"232","B03005400000000",1977,5,"8","7","7"
"233","B03005500000000",1977,5,"7","7","7"
"234","B03005600000000",1977,5,"7","7","7"
"235","B03005700000000",1984,5,"6","7","7"
"236","B03005900000000",1973,5,"8","7","7"
"237","B03006000000000",1973,5,"5","7","8"
"238","B03006100000000",1973,5,"4","7","8"
"239","B03006200000000",1973,5,"4","7","8"
"240","B03006300000000",1973,5,"5","7","8"
"241","B03006600000000",1976,5,"N","N","N"
"242","B03006700000000",1976,5,"N","N","N"
"243","B03006800000000",1976,5,"7","8","8"
"244","B03006900000000",1976,5,"7","8","8"
"245","B03007000000000",1976,5,"6","7","8"
"246","B03007200000000",1979,5,"5","7","7"
"247","B03007300000000",1979,5,"5","7","7"
"248","B03007400000000",1981,5,"7","7","7"
"249","B03007500000000",1979,5,"7","7","7"
"250","B03007600000000",1980,5,"6","8","8"
"251","B03007700000000",1979,5,"7","8","8"
"252","B03007800000000",1986,5,"8","8","8"
"253","B03007900000000",1987,5,"6","7","7"
"254","B03008000000000",1982,5,"7","7","7"
"255","B03008100000000",1981,5,"7","8","8"
"256","B03008200000000",1983,5,"8","8","7"
"257","B03008300000000",1983,5,"7","7","7"
"258","B03008400000000",1983,5,"7","8","8"
"259","B03008500000000",1984,5,"6","6","6"
"260","B03008600000000",1983,5,"7","7","7"
"261","B03008700000000",1983,5,"N","N","N"
"262","B03008800000000",1983,5,"N","N","N"
"263","B03009100000000",1986,5,"7","7","7"
"264","B03009200000000",1985,5,"7","7","7"
"265","B03009300000000",1985,5,"7","7","7"
"266","B03009400000000",1985,5,"7","7","7"
"267","B03009500000000",1985,5,"N","N","N"
"268","B03009600000000",1987,5,"6","6","7"
"269","B03009700000000",1986,5,"7","8","8"
"270","B03009800000000",1986,5,"8","8","8"
"271","B03009900000000",1986,5,"8","8","8"
"272","B03010000000000",1986,5,"7","8","8"
"273","B03010100000000",1986,5,"7","8","8"
"274","B03010200000000",1988,5,"7","8","8"
"275","B03010300000000",1988,5,"7","8","8"
"276","B03010400000000",1988,5,"8","8","8"
"277","B03010500000000",1988,5,"7","8","8"
"278","B03010600000000",1988,5,"8","8","8"
"279","B03010700000000",1988,5,"7","7","7"
"280","B03010800000000",1989,5,"7","7","7"
"281","B03011000000000",1988,5,"7","7","7"
"282","B03011100000000",1988,5,"7","8","8"
"283","B03011200000000",1990,5,"7","8","7"
"284","B03011300000000",1990,5,"7","8","7"
"285","B03011500000000",1996,5,"7","7","6"
"286","B03011600000000",1992,5,"7","8","8"
"287","B03011700000000",1990,5,"8","8","8"
"288","B03011800000000",1991,5,"8","8","8"
"289","B03011900000000",1994,5,"N","N","N"
"290","B03012000000000",1991,5,"7","7","7"
"291","B03012100000000",1991,5,"7","8","8"
"292","B03012200000000",1991,5,"8","8","8"
"293","B03012500000000",1993,5,"7","8","8"
"294","B03012600000000",1994,5,"8","8","8"
"295","B03012700000000",1994,5,"6","8","7"
"296","B03012900000000",1993,5,"8","8","8"
"297","B03013000000000",1993,5,"7","8","8"
"298","B03013100000000",1993,5,"8","8","8"
"299","B03013200000000",1994,5,"7","8","8"
"300","B03013300000000",1994,5,"8","8","8"
"301","B03013400000000",1997,5,"7","8","8"
"302","B03013600000000",1997,5,"8","8","8"
"303","B03013700000000",1997,5,"8","8","8"
"304","B03013800000000",1997,5,"8","8","8"
"305","B03013900000000",2002,5,"8","9","9"
"306","B03014000000000",1998,5,"8","8","8"
"307","B03014100000000",1999,5,"7","7","7"
"308","B03014200000000",1997,5,"8","8","8"
"309","B03014400000000",1994,5,"N","N","N"
"310","B03014500000000",1999,5,"7","7","6"
"311","B03014600000000",2000,5,"8","8","8"
"312","B03014700000000",2001,5,"8","8","8"
"313","B03014800000000",2001,5,"8","8","8"
"314","B03014900000000",2001,5,"7","8","7"
"315","B03015000000000",2000,5,"8","8","8"
"316","B03015100000000",2001,5,"9","9","9"
"317","B03015200000000",2001,5,"8","8","8"
"318","B03015700000000",2002,5,"8","8","8"
"319","B03015800000000",2001,5,"7","8","8"
"320","B03015900000000",2002,5,"8","9","9"
"321","B03017000000000",1999,5,"7","8","8"
"322","B03017200000000",2004,5,"7","9","9"
"323","B03017300000000",2004,5,"9","9","9"
"324","B03017400000000",2001,5,"8","8","8"
"325","B03017700000000",2004,5,"N","N","N"
"326","B03017800000000",2004,5,"N","N","N"
"327","B03018000000000",2010,5,"9","9","9"
"328","B03018100000000",2006,5,"8","8","8"
"329","B03018200000000",2010,5,"8","9","9"
"330","B03018300000000",2006,5,"9","9","9"
"331","B03018400000000",2007,5,"8","8","8"
"332","B03018500000000",2006,5,"8","8","8"
"333","B03018700000000",2012,5,"9","9","8"
"334","B03018800000000",2007,5,"8","8","8"
"335","B03019100000000",2008,5,"9","9","9"
"336","B03019200000000",2006,5,"N","N","N"
"337","B03019500000000",2012,5,"9","9","9"
"338","B03019600000000",2013,5,"8","9","9"
"339","B03019800000000",2013,5,"N","N","N"
"340","B03072500000000",1928,5,"5","4","6"
"341","B03072800000000",1931,5,"N","N","N"
"342","B03072900000000",1931,5,"N","N","N"
"343","B04000800000000",1953,7,"5","5","4"
"344","B04000900000000",1954,7,"5","5","6"
"345","B04001000000000",1954,7,"6","5","5"
"346","B04001100000000",1956,7,"5","7","5"
"347","B04001400000000",1959,7,"6","7","7"
"348","B04001500000000",1961,7,"5","4","4"
"349","B04001600000000",1964,7,"8","8","7"
"350","B04001700000000",1966,7,"8","8","7"
"351","B04001800000000",1971,7,"6","6","5"
"352","B04001900000000",1972,7,"4","5","7"
"353","B04002000000000",1976,7,"5","5","7"
"354","B04002100000000",1975,7,"6","7","7"
"355","B04002200000000",1977,7,"4","7","7"
"356","B04002300000000",1976,7,"5","7","8"
"357","B04002400000000",1976,7,"5","7","7"
"358","B04002500000000",1977,7,"8","7","7"
"359","B04002600000000",1978,7,"N","N","N"
"360","B04002700000000",1980,7,"8","7","7"
"361","B04002800000000",1980,7,"N","N","N"
"362","B04002900000000",1981,7,"N","N","N"
"363","B04003000000000",1981,7,"7","7","7"
"364","B04003100000000",1995,7,"6","7","7"
"365","B04003200000000",1981,7,"8","8","8"
"366","B04003300000000",1975,7,"N","N","N"
"367","B04003400000000",1982,7,"N","N","N"
"368","B04003500000000",1987,7,"6","7","7"
"369","B04003600000000",1984,7,"6","6","5"
"370","B04003700000000",1981,7,"N","N","N"
"371","B04003800000000",1984,7,"7","7","7"
"372","B04003900000000",1984,7,"7","7","8"
"373","B04004000000000",1984,7,"7","7","8"
"374","B04004300000000",1985,7,"5","5","7"
"375","B04004400000000",1987,7,"6","5","5"
"376","B04004600000000",1987,7,"7","7","8"
"377","B04004700000000",2000,7,"6","7","6"
"378","B04004800000000",1987,7,"N","N","N"
"379","B04004900000000",1990,7,"6","6","5"
"380","B04005000000000",1988,7,"7","7","7"
"381","B04005200000000",1990,7,"7","7","7"
"382","B04005300000000",1988,7,"7","8","8"
"383","B04005400000000",1990,7,"7","8","6"
"384","B04005500000000",1990,7,"7","7","8"
"385","B04005700000000",1991,7,"7","7","6"
"386","B04005800000000",1991,7,"6","6","6"
"387","B04006100000000",1992,7,"6","6","7"
"388","B04006200000000",1992,7,"6","6","7"
"389","B04006300000000",1992,7,"7","7","7"
"390","B04006500000000",1992,7,"7","8","6"
"391","B04006600000000",1992,7,"7","7","7"
"392","B04006700000000",1991,7,"7","7","8"
"393","B04006900000000",1992,7,"7","7","7"
"394","B04007500000000",1995,7,"7","7","7"
"395","B04007700000000",1954,7,"7","6","6"
"396","B04007800000000",1999,7,"7","7","6"
"397","B04008200000000",2000,7,"6","7","7"
"398","B04008600000000",1999,7,"7","8","8"
"399","B04008700000000",2000,7,"7","7","7"
"400","B04008800000000",1998,7,"7","7","7"
"401","B04009000000000",2000,7,"7","7","7"
"402","B04009100000000",1999,7,"7","7","9"
"403","B04009600000000",2014,7,"9","9","8"
"404","B04009700000000",2002,7,"7","8","7"
"405","B04009800000000",2003,7,"6","7","7"
"406","B04009900000000",2003,7,"5","7","7"
"407","B04010000000000",2004,7,"7","7","7"
"408","B04010100000000",2004,7,"8","8","8"
"409","B04010300000000",2006,7,"8","8","8"
"410","B04010400000000",2004,7,"8","8","8"
"411","B04010600000000",2008,7,"7","8","8"
"412","B04010700000000",2007,7,"7","7","7"
"413","B04010800000000",2005,7,"7","7","8"
"414","B04010900000000",2007,7,"5","8","8"
"415","B04011000000000",2005,7,"N","N","N"
"416","B04022700000000",1940,7,"5","6","4"
"417","B04041300000000",1938,7,"6","5","5"
"418","B05000200000000",1948,9,"6","5","6"
"419","B05000500000000",1949,9,"6","4","6"
"420","B05000800000000",1948,9,"4","5","7"
"421","B05000900000000",1952,9,"3","5","4"
"422","B05001000000000",1948,9,"4","4","6"
"423","B05001100000000",1949,9,"4","5","5"
"424","B05001500000000",1953,9,"6","4","6"
"425","B05001600000000",1952,9,"5","5","5"
"426","B05001700000000",1952,9,"N","N","N"
"427","B05001800000000",1955,9,"6","6","6"
"428","B05001900000000",1955,9,"8","8","8"
"429","B05002200000000",1954,9,"N","N","N"
"430","B05002600000000",1968,9,"5","8","7"
"431","B05002900000000",1955,9,"N","N","N"
"432","B05003200000000",1955,9,"N","N","N"
"433","B05003300000000",1957,9,"4","4","5"
"434","B05003400000000",1956,9,"5","5","6"
"435","B05003500000000",1956,9,"N","N","N"
"436","B05003600000000",1956,9,"5","7","5"
"437","B05003800000000",1957,9,"4","4","5"
"438","B05004100000000",1957,9,"7","7","7"
"439","B05004300000000",1962,9,"8","6","6"
"440","B05004400000000",1957,9,"6","6","6"
"441","B05004600000000",1959,9,"6","6","6"
"442","B05004800000000",1959,9,"5","5","7"
"443","B05004900000000",1960,9,"7","7","6"
"444","B05005200000000",1962,9,"6","5","7"
"445","B05005300000000",1963,9,"5","6","7"
"446","B05005400000000",1962,9,"5","5","6"
"447","B05005800000000",1962,9,"6","6","7"
"448","B05006400000000",1970,9,"7","7","6"
"449","B05006500000000",1970,9,"7","7","6"
"450","B05006600000000",1970,9,"7","7","6"
"451","B05006700000000",1970,9,"6","6","6"
"452","B05006800000000",1970,9,"7","7","6"
"453","B05007000000000",1971,9,"6","6","6"
"454","B05007100000000",1971,9,"5","5","5"
"455","B05007200000000",1970,9,"7","7","7"
"456","B05007300000000",1970,9,"7","7","7"
"457","B05007400000000",1988,9,"7","7","7"
"458","B05007600000000",1970,9,"5","6","5"
"459","B05007700000000",1970,9,"6","6","5"
"460","B05007800000000",1970,9,"7","7","7"
"461","B05007900000000",1970,9,"7","7","6"
"462","B05008000000000",1987,9,"6","6","7"
"463","B05008100000000",1988,9,"N","N","N"
"464","B05008200000000",1973,9,"7","7","5"
"465","B05008300000000",1973,9,"7","7","5"
"466","B05009200000000",1966,9,"6","6","5"
"467","B05010500000000",1965,9,"7","7","4"
"468","B05010700000000",1974,9,"8","6","6"
"469","B05010800000000",1975,9,"8","8","7"
"470","B05011100000000",1974,9,"N","N","N"
"471","B05011200000000",1970,9,"N","N","N"
"472","B05011300000000",1970,9,"N","N","N"
"473","B05011400000000",1974,9,"6","6","7"
"474","B05011500000000",1973,9,"7","7","6"
"475","B05011600000000",1973,9,"7","6","6"
"476","B05011800000000",1969,9,"N","N","N"
"477","B05011900000000",1974,9,"7","8","7"
"478","B05012000000000",1975,9,"7","8","7"
"479","B05012100000000",1975,9,"8","8","7"
"480","B05012300000000",1966,9,"6","6","6"
"481","B05012400000000",1973,9,"7","7","6"
"482","B05012500000000",1998,9,"8","8","8"
"483","B05012600000000",2004,9,"9","9","9"
"484","B05012700000000",1968,9,"5","6","6"
"485","B05012800000000",1967,9,"N","N","N"
"486","B05013100000000",1971,9,"5","7","7"
"487","B05013200000000",1973,9,"7","7","6"
"488","B05013300000000",1971,9,"7","7","7"
"489","B05013400010000",1973,9,"7","7","7"
"490","B05013400020000",1973,9,"7","7","7"
"491","B05013400030000",1973,9,"7","7","7"
"492","B05013400040000",1973,9,"7","7","7"
"493","B05013400050000",1973,9,"7","7","7"
"494","B05013400060000",1973,9,"7","7","7"
"495","B05013400070000",1973,9,"7","7","7"
"496","B05013400080000",1973,9,"7","7","7"
"497","B05013400090000",1973,9,"7","7","7"
"498","B05013400100000",1973,9,"7","7","7"
"499","B05013400110000",1973,9,"7","7","7"
"500","B05013400120000",1973,9,"7","7","7"
"501","B05013400130000",1973,9,"6","7","6"
"502","B05013400140000",1973,9,"7","7","7"
"503","B05013400150000",1973,9,"7","7","7"
"504","B05013400160000",1973,9,"7","7","7"
"505","B05013400170000",1973,9,"7","7","7"
"506","B05013400180000",1973,9,"7","8","7"
"507","B05013400190000",1973,9,"7","7","7"
"508","B05013400200000",1973,9,"7","7","7"
"509","B05013400210000",1973,9,"7","7","7"
"510","B05013400220000",1973,9,"7","7","7"
"511","B05013400230000",1973,9,"7","7","7"
"512","B05013400240000",1973,9,"7","7","6"
"513","B05013400250000",1973,9,"7","7","7"
"514","B05013500000000",1974,9,"8","6","7"
"515","B05013600000000",1974,9,"6","6","7"
"516","B05013700000000",1974,9,"8","6","6"
"517","B05013800000000",1974,9,"8","6","6"
"518","B05013900000000",1974,9,"8","7","6"
"519","B05014000000000",1974,9,"8","7","6"
"520","B05014100000000",1971,9,"8","8","7"
"521","B05014300000000",1974,9,"8","7","7"
"522","B05014400000000",1974,9,"8","6","7"
"523","B05014700000000",1974,9,"8","7","7"
"524","B05014800000000",1974,9,"8","8","6"
"525","B05014900000000",1975,9,"8","6","6"
"526","B05015000000000",1975,9,"8","6","6"
"527","B05015100000000",1973,9,"8","8","7"
"528","B05015200000000",1973,9,"8","8","8"
"529","B05015300000000",1973,9,"6","8","7"
"530","B05015400000000",1973,9,"7","7","7"
"531","B05015500000000",1974,9,"N","N","N"
"532","B05015600000000",1974,9,"N","N","N"
"533","B05015700000000",1973,9,"8","8","6"
"534","B05015800010000",1980,9,"8","7","7"
"535","B05015800020000",1980,9,"8","7","7"
"536","B05015800030000",1980,9,"8","7","7"
"537","B05015800040000",1980,9,"8","7","7"
"538","B05015800050000",1980,9,"8","7","7"
"539","B05015800060000",1980,9,"8","7","7"
"540","B05015800070000",1980,9,"8","7","7"
"541","B05015800080000",1980,9,"8","7","7"
"542","B05015800090000",1980,9,"8","7","7"
"543","B05015800100000",1979,9,"8","7","6"
"544","B05015800110000",1980,9,"8","6","7"
"545","B05015800120000",1980,9,"8","7","7"
"546","B05015800130000",1980,9,"8","7","7"
"547","B05015800140000",1980,9,"8","7","7"
"548","B05015800150000",1980,9,"8","7","7"
"549","B05015800160000",1980,9,"8","7","7"
"550","B05015800170000",1980,9,"8","7","7"
"551","B05015800180000",1980,9,"8","7","7"
"552","B05016200000000",1999,9,"7","8","8"
"553","B05016300000000",1988,9,"N","N","N"
"554","B05016500000000",2000,9,"7","8","8"
"555","B05016700000000",1983,9,"6","8","5"
"556","B05016900000000",1986,9,"N","N","N"
"557","B05017100000000",1984,9,"7","8","7"
"558","B05017200000000",1984,9,"7","8","7"
"559","B05017300000000",1984,9,"7","8","7"
"560","B05017400000000",1984,9,"7","8","7"
"561","B05017500000000",1982,9,"7","8","7"
"562","B05017600000000",1982,9,"7","8","7"
"563","B05017700000000",1984,9,"7","8","7"
"564","B05017800000000",1984,9,"7","8","7"
"565","B05017900000000",1984,9,"7","8","7"
"566","B05018000000000",1984,9,"7","8","7"
"567","B05018100000000",1984,9,"7","8","7"
"568","B05018200000000",1984,9,"7","8","7"
"569","B05018300000000",1979,9,"N","N","N"
"570","B05018400000000",1979,9,"N","N","N"
"571","B05018500000000",1980,9,"7","6","7"
"572","B05018600000000",1980,9,"7","7","6"
"573","B05018700000000",1981,9,"7","7","7"
"574","B05018800000000",1981,9,"7","7","7"
"575","B05018900000000",1980,9,"7","7","6"
"576","B05019000000000",1980,9,"7","7","7"
"577","B05019100000000",1979,9,"N","N","N"
"578","B05019200000000",1980,9,"N","N","N"
"579","B05019300000000",1981,9,"7","7","7"
"580","B05019400000000",1981,9,"7","7","7"
"581","B05019500000000",1979,9,"N","N","N"
"582","B05019600000000",1980,9,"7","7","7"
"583","B05019800000000",1981,9,"7","6","7"
"584","B05020000000000",2000,9,"7","8","8"
"585","B05020100000000",1981,9,"7","7","7"
"586","B05020200000000",1981,9,"7","6","6"
"587","B05020300000000",1981,9,"7","6","5"
"588","B05020400000000",1977,9,"N","N","N"
"589","B05020500000000",1979,9,"7","7","7"
"590","B05020600000000",1979,9,"7","7","7"
"591","B05020700000000",1978,9,"7","7","7"
"592","B05020800000000",1979,9,"7","7","7"
"593","B05020900000000",1979,9,"7","7","7"
"594","B05021000000000",1979,9,"7","7","7"
"595","B05021100000000",1979,9,"8","7","7"
"596","B05021200000000",1979,9,"7","7","7"
"597","B05021300000000",1979,9,"7","7","7"
"598","B05021400000000",1979,9,"8","7","7"
"599","B05021500000000",1979,9,"7","7","6"
"600","B05021600000000",1979,9,"7","7","6"
"601","B05021700000000",1979,9,"7","6","7"
"602","B05021800000000",1979,9,"7","6","6"
"603","B05021900000000",1979,9,"7","7","7"
"604","B05022000000000",1979,9,"7","7","7"
"605","B05022100000000",1978,9,"7","6","6"
"606","B05022200000000",1978,9,"7","6","6"
"607","B05022300000000",1978,9,"7","7","7"
